scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp6\img009.png,324.9918397665024,127.80243182182312,325.2991044622484,116.56634184837617,320.3582065226714,109.97847792894026,320.3582065226714,98.44971606992738,316.240791573024,91.86185215049147,308.8294446636586,81.1565732814081,,,317.23262917995453,119.78864336013794,312.20540952682495,113.90450406074524,304.54825091362,107.20440798997879,298.28323197364807,101.02336859703064,,,,
labeled-data\uvfp6\img017.png,233.89249258007504,412.1967352330628,239.6568735095815,406.4323543035564,243.77428845922896,394.08010945461405,251.18563536859432,378.43393264595375,258.59698227795974,365.25820480708194,264.3613632074662,356.19989191785754,271.77271011683155,346.3180960387037,230.5985606203571,404.7853883236974,228.95159464049812,394.9035924445435,223.18721371099173,380.9043816157422,219.89328175127378,365.25820480708194,223.18721371099173,352.9059599581396,,
labeled-data\uvfp6\img074.png,247.0682204189469,397.374041414332,252.00911835852384,388.3157285251076,253.6560843383828,378.43393264595375,255.3030503182418,366.9051707869409,259.42046526788926,353.72944294806905,263.53788021753667,342.2006810890562,271.77271011683155,329.84843624011387,242.95080546929944,389.96269450496663,238.83339051965203,381.7278646056717,235.53945855993402,369.3756197567294,231.4220436102866,357.8468578977165,229.77507763042763,344.6711300588447,,
labeled-data\uvfp6\img152.png,262.7143972276072,302.67349757244074,266.00832918732516,291.1447357134279,269.3022611470431,280.43945684434453,273.4196760966906,271.38114395512014,275.890125066479,260.67586508603677,283.30147197584444,250.7940692068829,285.77192094563287,241.7357563176585,255.3030503182418,295.2621506630753,248.71518639880588,289.49776973356893,242.95080546929944,277.96900787455604,238.83339051965203,270.5576609651907,236.36294154986354,262.32283106589574,234.71597557000456,252.44103518674189
labeled-data\uvfp6\img175.png,3.3349801898002625,0.5929999351501465,5.892736554145813,5.411232829093933,3.07905113697052,1.743889331817627,,,276.8553282022476,197.62136733531952,275.9926029960625,187.96317551285028,,,,,,,,,,,251.39691853523254,195.73032161593437,246.87707233428955,189.0022917985916
labeled-data\uvfp6\img187.png,,,,,,,,,,,290.71281888520986,218.67823259963285,285.77192094563287,207.14947074061996,,,,,,,,,270.9034061431885,218.66526472568512,269.3022611470431,211.26688569026743
labeled-data\uvfp6\img202.png,,,,,,,,,,,,,263.51668214797974,274.61179423332214,,,,,,,,,,,255.29423713684082,274.94923400878906
