scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp8\img0026.png,,,,,,,,,,,,,,,,,,,400.18846815834775,234.30757314974187,396.8838209982789,225.21979345955253,392.7530120481928,212.00120481927712,389.44836488812393,203.73958691910502
labeled-data\uvfp8\img0048.png,,,,,,,454.71514629948376,310.3144578313253,452.2366609294321,297.0958691910499,,,,,,,441.4965576592083,324.35920826161794,438.19191049913945,316.0975903614458,431.5826161790018,304.53132530120484,427.45180722891575,289.660413080895,420.8425129087781,274.78950086058524
labeled-data\uvfp8\img0087.png,510.06798623063696,297.0958691910499,508.4156626506025,288.0080895008606,508.4156626506025,271.4848537005164,503.4586919104993,258.266265060241,496.8493975903615,245.8738382099828,492.71858864027547,231.00292598967297,486.1092943201378,216.1320137693632,499.32788296041315,290.48657487091225,491.8924268502583,279.7464716006885,480.3261617900173,267.3540447504303,472.06454388984514,254.96161790017214,466.28141135972476,243.39535283993115,457.1936316695354,231.8290877796902
labeled-data\uvfp8\img0203.png,,,448.1058519793461,280.5726333907057,440.6703958691911,271.4848537005164,433.23493975903625,259.0924268502582,424.1471600688469,247.52616179001723,,,,,446.4535283993116,283.8772805507745,438.19191049913945,272.3110154905336,429.9302925989674,261.5709122203098,420.8425129087781,248.35232358003447,409.2762478485371,234.30757314974187,399.36230636833056,228.52444061962137
labeled-data\uvfp8\img0228.png,548.8975903614459,326.0115318416523,548.8975903614459,313.6191049913941,543.9406196213426,301.22667814113595,536.5051635111877,287.1819277108434,530.7220309810672,275.6156626506024,,,,,537.331325301205,321.8807228915663,526.5912220309812,311.96678141135976,515.8511187607575,298.74819277108435,510.06798623063696,286.3557659208262,500.9802065404476,273.963339070568,491.8924268502583,264.0493975903615
labeled-data\uvfp8\img0337.png,485.2831325301206,171.51927710843376,483.63080895008613,162.43149741824442,477.02151462994846,149.21290877796906,471.23838209982796,138.4728055077453,463.8029259896731,124.42805507745271,,,,,476.1953528399313,172.345438898451,465.45524956970746,164.08382099827884,455.54130808950094,153.34371772805514,444.80120481927725,144.2559380378658,434.8872633390706,135.16815834767647,425.7994836488813,126.90654044750437
labeled-data\uvfp8\img0489.png,516.6772805507746,207.04423407917386,513.3726333907058,195.47796901893292,505.11101549053365,186.3901893287436,493.54475043029265,173.9977624784854,479.5000000000001,159.95301204819282,,,,,506.7633390705681,206.21807228915668,496.8493975903615,200.43493975903618,481.97848537005177,189.69483648881243,472.89070567986244,179.7808950086059,461.32444061962144,169.86695352839934,448.93201376936327,158.3006884681584
labeled-data\uvfp8\img0512.png,,,,,,,,,,,,,,,,,,,,,416.71170395869194,403.6707401032702,414.2332185886404,395.4091222030981,410.10240963855426,383.84285714285716
labeled-data\uvfp8\img0530.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0613.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0637.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0658.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0663.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img0825.png,,,,,,,457.1936316695354,212.00120481927712,443.14888123924277,197.13029259896734,434.06110154905343,178.95473321858867,,,,,,,444.80120481927725,216.95817555938038,435.7134251290879,201.26110154905336,423.32099827882973,178.12857142857143,,
labeled-data\uvfp8\img0837.png,441.4965576592083,253.30929432013772,439.01807228915675,239.26454388984513,432.40877796901907,226.87211703958695,424.9733218588641,215.30585197934596,416.71170395869194,200.43493975903618,,,,,429.1041308089501,254.96161790017214,418.3640275387264,245.8738382099828,405.97160068846824,231.8290877796902,397.7099827882961,221.9151462994837,383.66523235800344,211.17504302925994,372.92512908777974,197.13029259896734
labeled-data\uvfp8\img0961.png,488.58777969018945,270.65869191049916,485.2831325301206,254.96161790017214,477.02151462994846,244.2215146299484,467.10757314974194,233.48141135972463,458.0197934595526,221.9151462994837,,,,,475.369191049914,266.5278829604131,466.28141135972476,259.0924268502582,453.88898450946647,250.83080895008607,443.97504302925995,240.0907056798623,435.7134251290879,229.35060240963855,425.7994836488813,216.1320137693632
labeled-data\uvfp8\img0998.png,497.6755593803788,243.39535283993115,492.71858864027547,231.00292598967297,481.97848537005177,217.78433734939762,467.9337349397591,205.39191049913944,454.71514629948376,193.8256454388985,438.19191049913945,182.2593803786575,,,486.935456110155,239.26454388984513,474.5430292598968,231.8290877796902,460.49827882960426,220.26282271944928,447.2796901893288,209.52271944922552,424.1471600688469,194.6518072289157,402.6669535283994,175.65008605851983
labeled-data\uvfp8\img1366.png,491.0662650602411,285.529604130809,,,,,,,,,,,,,472.06454388984514,286.3557659208262,460.49827882960426,277.26798623063684,445.6273666092944,270.65869191049916,434.06110154905343,261.5709122203098,,,,
labeled-data\uvfp8\img1373.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp8\img1396.png,,,,,,,,,,,,,,,,,,,,,,,,,,
