scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\nop13\img035.png,,,,,,,326.9460704421074,338.90674912933827,324.4756214723189,333.1423681998318,323.6521384823894,328.2014702602549,329.4165194118958,313.3787764415241,,,,,317.06427456295347,341.37719809912676,317.887757552883,335.6128171696203,317.887757552883,329.0249532501844,312.94685961330606,318.31967438110104
labeled-data\nop13\img051.png,,,,,301.41809775429317,371.84606872651784,301.41809775429317,363.61123882722296,301.41809775429317,356.19989191785754,301.41809775429317,346.3180960387037,303.06506373415215,336.4363001595498,,,295.6537168247868,373.4930347063768,294.83023383485727,364.4347218171524,294.83023383485727,353.72944294806905,296.47719981471624,347.14157902863315,294.0067508449278,338.0832661394088
labeled-data\nop13\img080.png,,,,,,,,,,,312.12337662337654,371.0225857365883,313.7703426032355,361.964272847364,,,,,,,,,303.06506373415215,369.3756197567294,306.3589956938701,360.31730686750495
labeled-data\nop13\img115.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img123.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img135.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img195.png,,,,,320.3582065226714,355.3764089279281,324.4756214723189,346.3180960387037,327.76955343203684,338.90674912933827,331.8869683816843,331.4954022199729,337.6513493111907,323.26057232067797,,,303.88854672408166,354.55292593799857,304.7120297140111,352.08247696821013,303.88854672408166,344.6711300588447,303.06506373415215,334.78933417969085,300.5946147643637,326.5545042803959
labeled-data\nop13\img221.png,322.0051725025304,395.727075434473,331.0634853917548,385.84527955531917,336.0043833313317,376.78696666609477,343.41573024069714,361.964272847364,348.3566281802741,347.96506201856266,356.59145807956895,337.2597831494793,366.47325395872286,324.90753830053694,317.06427456295347,388.3157285251076,309.6529276535881,377.61044965602423,301.41809775429317,367.7286537768704,292.35978486506883,355.3764089279281,283.30147197584444,343.0241640789857,274.24315908662004,328.2014702602549
labeled-data\nop13\img274.png,,,,,,,275.06664207654956,332.31888520990236,275.06664207654956,319.1431573710305,275.890125066479,304.3204635522997,,,,,,,270.9492271269021,332.31888520990236,270.9492271269021,319.1431573710305,270.9492271269021,305.1439465422292,,
labeled-data\nop13\img290.png,,,,,304.7120297140111,351.2589939782806,305.53551270394064,342.2006810890562,304.7120297140111,332.31888520990236,305.53551270394064,319.1431573710305,307.1824786837996,307.61439551201767,,,301.41809775429317,350.4355109883511,299.7711317744342,342.2006810890562,300.5946147643637,331.4954022199729,303.06506373415215,319.96664036096,303.06506373415215,308.4378785019471
labeled-data\nop13\img321.png,320.3582065226714,394.08010945461405,323.6521384823894,386.6687625452487,331.0634853917548,379.25741563588326,338.4748323011202,366.9051707869409,345.88617921048564,355.3764089279281,354.1210091097805,343.8476470689152,359.88539003928696,323.26057232067797,315.4173085830945,388.3157285251076,308.00596167372913,377.61044965602423,301.41809775429317,369.3756197567294,294.0067508449278,358.67034088764603,288.24236991542136,346.3180960387037,278.3605740362675,328.2014702602549
labeled-data\nop13\img356.png,,,317.887757552883,404.7853883236974,321.18168951260094,391.60966048482555,322.0051725025304,379.25741563588326,321.18168951260094,367.7286537768704,319.53472353274196,356.19989191785754,319.53472353274196,342.2006810890562,313.7703426032355,404.7853883236974,312.12337662337654,392.43314347475507,312.12337662337654,381.7278646056717,310.47641064351757,368.5521367667999,312.94685961330606,357.8468578977165,309.6529276535881,343.8476470689152
labeled-data\nop13\img404.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img413.png,,,,,,,301.41809775429317,364.4347218171524,303.06506373415215,349.61202799842164,303.88854672408166,329.0249532501844,301.41809775429317,314.2022594314536,,,,,296.47719981471624,366.08168779701145,295.6537168247868,350.4355109883511,298.1241657945752,329.0249532501844,298.1241657945752,315.84922541131255
labeled-data\nop13\img434.png,,,,,,,298.1241657945752,391.60966048482555,296.47719981471624,385.02179656538965,295.6537168247868,376.78696666609477,,,,,,,,,,,,,,
labeled-data\nop13\img521.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img543.png,,,,,305.53551270394064,417.13763317263977,307.1824786837996,403.96190533376796,311.2998936334471,391.60966048482555,313.7703426032355,382.5513475956012,317.887757552883,375.1400006862358,,,295.6537168247868,416.31415018271025,293.1832678549983,408.90280327334483,290.71281888520986,398.19752440426146,289.88933589528034,389.96269450496663,286.5954039355624,376.78696666609477
labeled-data\nop13\img551.png,,,,,310.47641064351757,416.31415018271025,312.12337662337654,406.4323543035564,316.240791573024,395.727075434473,322.0051725025304,385.84527955531917,327.76955343203684,375.1400006862358,,,294.0067508449278,417.13763317263977,295.6537168247868,405.6088713136269,292.35978486506883,394.08010945461405,290.71281888520986,385.02179656538965,286.5954039355624,376.78696666609477
labeled-data\nop13\img635.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop13\img672.png,,,,,,,,,,,,,,,,,,,,,,,,,,
