scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp9\img0026.png,363.0111876075732,352.4487091222031,361.35886402753874,339.2301204819277,359.7065404475044,326.0115318416523,358.0542168674699,311.96678141135976,356.40189328743554,297.9220309810671,353.9234079173839,283.8772805507745,349.79259896729786,271.4848537005164,354.74956970740106,342.53476764199655,344.00946643717737,335.09931153184164,334.09552495697073,326.0115318416523,325.0077452667814,315.2714285714286,310.1368330464717,307.00981067125645,295.26592082616185,295.4435456110155
labeled-data\uvfp9\img0114.png,350.61876075731504,336.7516351118761,349.79259896729786,322.70688468158346,347.3141135972462,306.18364888123926,345.66179001721173,292.13889845094667,341.5309810671257,281.3987951807229,340.7048192771085,264.87555938037866,337.4001721170397,253.30929432013772,344.83562822719455,324.35920826161794,340.7048192771085,308.6621342512909,337.4001721170397,292.96506024096385,334.09552495697073,282.2249569707401,328.31239242685035,271.4848537005164,324.1815834767642,255.78777969018932
labeled-data\uvfp9\img0218.png,327.48623063683306,406.14922547332185,327.48623063683306,388.7998278829604,325.0077452667814,374.7550774526678,321.70309810671256,360.7103270223752,320.8769363166954,345.0132530120482,314.2676419965577,330.1423407917384,310.1368330464717,316.92375215146296,318.3984509466437,390.45215146299483,313.4414802065405,377.2335628227195,308.4845094664372,364.8411359724613,301.8752151462995,352.4487091222031,298.5705679862307,337.5777969018933,296.9182444061962,326.83769363166954
labeled-data\uvfp9\img0351.png,411.75473321858874,333.4469879518073,412.5808950086059,319.4022375215146,411.75473321858874,298.74819277108435,405.14543889845106,278.92030981067126,397.7099827882961,259.0924268502582,392.7530120481928,234.30757314974187,384.49139414802073,213.65352839931154,403.4931153184166,326.0115318416523,387.79604130808957,315.2714285714286,369.6204819277109,301.22667814113595,353.0972461273667,282.2249569707401,338.22633390705687,264.87555938037866,317.57228915662654,243.39535283993115
labeled-data\uvfp9\img0521.png,386.9698795180724,328.49001721170396,388.62220309810675,309.4882960413081,383.66523235800344,288.0080895008606,377.88209982788305,264.0493975903615,369.6204819277109,241.74302925989673,363.0111876075732,220.26282271944928,353.0972461273667,196.3041308089501,377.05593803786576,321.8807228915663,361.35886402753874,303.7051635111876,345.66179001721173,284.70344234079175,326.6600688468159,264.87555938037866,305.17986230636836,250.83080895008607,288.65662650602417,239.26454388984513
labeled-data\uvfp9\img0634.png,,,,,,,,,420.8425129087781,315.2714285714286,414.2332185886404,302.8790017211704,407.6239242685027,287.1819277108434,,,,,,,,,383.66523235800344,318.57607573149744,369.6204819277109,306.18364888123926
labeled-data\uvfp9\img0736.png,,,,,,,,,,,,,,,,,,,,,,,,,,
