scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp9\img0188.png,334.9861717224121,309.61034071445465,336.2488417625427,297.9376106262207,335.2829387187958,285.1520482301712,333.4828954935074,274.68010807037354,330.7880063056946,261.2854744195938,327.206485748291,246.63374209403992,323.246132850647,232.12736749649048,327.27850103378296,300.08003520965576,323.16481107473373,287.4994993209839,317.0221120119095,276.7135391831398,311.3367986679077,266.00448656082153,306.52891206741333,253.59105145931244,302.3793942928314,242.12914609909058
labeled-data\uvfp9\img0200.png,330.11904096603394,347.87135623395443,330.0789442062378,335.16677689552307,328.26987648010254,322.30152237415314,329.4165194118958,309.26136149187664,326.12258745217787,297.7325996328638,,,,,327.02447986602783,335.81836700439453,325.969126701355,322.15262603759766,324.4756214723189,308.4378785019471,323.6521384823894,300.2030486026523,,,,
labeled-data\uvfp9\img0205.png,,,359.88539003928696,413.8437012129218,355.7679750896395,405.6088713136269,356.59145807956895,392.43314347475507,354.2328200340271,374.7008373737335,353.2885227203369,360.60006761550903,351.0547773838043,341.4575595855713,336.0043833313317,419.6080821424282,333.5339343615433,410.54976925320386,330.24000240182534,397.374041414332,322.8286554924599,385.84527955531917,322.22828352451324,372.5687837600708,318.71124054281245,353.72944294806905
labeled-data\uvfp9\img0210.png,346.7096622004151,417.13763317263977,348.3566281802741,407.2558372934859,346.7096622004151,393.2566264646846,343.41573024069714,380.9043816157422,340.1217982809792,365.25820480708194,335.18090034140226,347.96506201856266,329.4165194118958,331.4954022199729,340.1217982809792,409.72628626327435,332.7104513716138,396.55055842440254,327.76955343203684,384.1983135754602,322.0051725025304,371.0225857365883,316.240791573024,355.3764089279281,311.2998936334471,337.2597831494793
labeled-data\uvfp9\img0271.png,335.18090034140226,385.02179656538965,335.18090034140226,374.3165176963063,332.7104513716138,360.31730686750495,328.59303642196636,346.3180960387037,325.2991044622484,330.6719192300434,323.6521384823894,318.31967438110104,321.18168951260094,305.1439465422292,330.24000240182534,376.78696666609477,327.76955343203684,361.14078985743447,325.2991044622484,347.14157902863315,320.3582065226714,331.4954022199729,320.3582065226714,319.96664036096,,
labeled-data\uvfp9\img0290.png,387.0603287069601,409.72628626327435,387.0603287069601,395.727075434473,382.11943076738316,380.9043816157422,380.4724647875242,368.5521367667999,378.8254988076652,354.55292593799857,374.70808385801774,342.2006810890562,371.4141518982998,327.37798727032543,374.70808385801774,402.3149393539089,364.8262879788639,391.60966048482555,352.47404312992154,380.9043816157422,341.76876426083817,371.0225857365883,333.5339343615433,361.14078985743447,324.4756214723189,352.08247696821013
labeled-data\uvfp9\img0307.png,355.7679750896395,361.964272847364,357.41494106949847,348.7885450084922,354.94449209971,332.31888520990236,350.82707715006256,317.4961913911716,345.88617921048564,300.2030486026523,340.1217982809792,282.90990581413297,334.35741735147275,262.32283106589574,345.88617921048564,352.9059599581396,336.0043833313317,339.7302321192677,325.2991044622484,327.37798727032543,315.4173085830945,313.3787764415241,303.88854672408166,303.49698056237025,294.0067508449278,291.96821870335737
