scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\nop4\img0011.png,304.70688939094543,336.7744221687317,308.3587115705013,316.2867240011692,311.5298240184784,302.74983406066895,314.1928769350052,289.546683549881,325.0211081504822,272.6545033454895,333.24935019016266,263.26533246040344,343.15561389923096,253.70393466949463,298.7409243583679,318.53687930107117,296.73601055145264,304.886935710907,289.0640923976898,290.81983709335327,282.5772409439087,275.82134018838406,271.6808865070343,267.09096813201904,256.5121536254883,254.34002232551575
labeled-data\nop4\img0026.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop4\img0039.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop4\img0058.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop4\img0154.png,3.083701193332672,0.3716461658477783,484.23132151863985,315.0257424213831,481.7608725488513,308.4378785019471,482.46934163570404,300.0620625205338,,,,,,,478.46694058913334,315.84922541131255,476.96987587213516,309.0552691221237,475.1730086294154,300.2030486026523,,,,,,
labeled-data\nop4\img0161.png,456.31487464904785,319.12383460998535,458.9524688720703,308.847570002079,460.26027658581734,299.87555027008057,460.76478481292725,288.4123420715332,459.64791789650917,278.1462984085083,461.32595694065094,268.42570972442627,,,453.3892889022827,309.1507713794708,451.5792816877365,299.5554418563843,450.46478962898254,289.27552795410156,451.8207198381424,278.98828291893005,453.0924153327942,269.6610736846924,,
labeled-data\nop4\img0215.png,382.9429137573126,355.3764089279281,390.35426066667804,348.7885450084922,397.76560757604346,340.55371510919724,404.35347149547937,329.0249532501844,410.9413354149153,315.84922541131255,419.9996483041396,299.3795656127228,426.5875122235755,283.7333888040625,381.29594777745365,347.14157902863315,381.29594777745365,338.90674912933827,378.8254988076652,327.37798727032543,378.0020158177357,314.2022594314536,377.1785328278062,296.90911664293435,373.8846008680882,279.615973854415
