scorer,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000
bodyparts,AC,AC,AC,LC1,LC1,LC1,LC2,LC2,LC2,LC3,LC3,LC3,LC4,LC4,LC4,LC5,LC5,LC5,LVP,LVP,LVP,RC1,RC1,RC1,RC2,RC2,RC2,RC3,RC3,RC3,RC4,RC4,RC4,RC5,RC5,RC5,RVP,RVP,RVP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\vocal3\img0261.png,268.02639451622963,322.00200033187866,1.0,276.8125714659691,304.4960079193115,1.0,286.58503818511963,283.87306997179985,0.9999997615814209,297.0867509841919,256.51975750923157,0.9999996423721313,309.0092793703079,222.94904685020447,1.0,321.49047660827637,189.1264591217041,1.0,334.82445311546326,153.14905548095703,0.9999998807907104,261.89296102523804,304.89802646636963,1.0,255.96441888809204,281.0713748931885,1.0,249.65858149528503,248.8953733444214,0.9999998807907104,245.78835892677307,215.98013615608215,0.9999997615814209,242.37504374980927,181.83375597000122,0.9999943971633911,240.5451853275299,136.23821902275085,0.992492139339447
labeled-data\vocal3\img0756.png,332.59772711992264,301.8452287912369,1.0,337.13956665992737,281.34545516967773,1.0,339.66346910595894,251.567557066679,1.0,343.5665774345398,223.79978919029236,1.0,346.4261051416397,187.63832902908325,1.0,353.658935546875,159.0578155517578,1.0,355.52019241452217,139.88636595010757,0.05696455016732216,333.91730415821075,282.9503380060196,1.0,338.35551404953003,252.44779181480408,1.0,340.8705643415451,224.689453125,1.0,340.7576838731766,189.43163454532623,1.0,338.9821162223816,158.50876998901367,1.0,331.95300440117717,290.34060287475586,3.097484659519978e-05
labeled-data\vocal3\img0323.png,280.47919607162476,287.31737899780273,1.0,285.42566788196564,265.4197835922241,1.0,287.8025698661804,243.44426518678665,1.0,289.91832733154297,222.47478556632996,1.0,294.1039798259735,198.33450150489807,1.0,296.3789858818054,172.9795840382576,1.0,279.85038805007935,267.83409786224365,0.0011807307600975037,275.78694845736027,266.6021237373352,1.0,275.80972097814083,243.8662916123867,1.0,274.6030523777008,220.24414229393005,1.0,277.19779324531555,197.22312259674072,1.0,275.7773206233978,172.4698896408081,1.0,273.17356610298157,151.01592779159546,0.9999997615814209
labeled-data\vocal3\img0224.png,293.99044704437256,310.6224184036255,1.0,299.1278191804886,288.5384211540222,1.0,300.80560225248337,266.7589169740677,1.0,300.57588881254196,234.15529775619507,1.0,303.3602764606476,203.17496156692505,1.0,307.97521161846817,168.39723348617554,1.0,290.0815796852112,297.6781768798828,0.000713582441676408,292.0816951915622,290.6861686706543,1.0,293.00556564331055,267.1699839234352,1.0,295.39707469940186,234.74253821372986,1.0,293.12558484077454,203.15310287475586,1.0,293.2483141422272,170.64566373825073,1.0,290.73439264297485,147.48758047819138,0.0004895703168585896
labeled-data\vocal3\img1299.png,287.7398498058319,291.53249925374985,1.0,294.39139008522034,271.43542861938477,1.0,298.9946012496948,245.37077617645264,1.0,300.37353324890137,215.25398230552673,0.9999998807907104,304.2694525718689,184.9699845314026,1.0,304.54223132133484,154.29569911956787,1.0,305.77268958091736,133.80139875411987,0.38757628202438354,282.907648563385,273.75127363204956,1.0,282.7044299840927,245.10657346248627,1.0,283.4526046514511,214.7631266117096,0.9999996423721313,285.8603982925415,184.33712339401245,1.0,287.12721967697144,155.0333998799324,1.0,288.0029525756836,269.1579818725586,1.4545254998665769e-05
labeled-data\vocal3\img0233.png,290.63069808483124,316.30587473511696,1.0,297.43714809417725,285.27696657180786,1.0,303.0589292049408,257.99516248703003,0.9999995231628418,306.61550319194794,226.10587906837463,0.9999997615814209,308.917733669281,195.6961784362793,1.0,309.75184285640717,164.81460666656494,1.0,290.5542869567871,296.4019708633423,0.0018272470915690064,286.9426543712616,285.2426652908325,1.0,285.95704984664917,256.41167068481445,1.0,286.4681787490845,224.01001834869385,1.0,285.6663432121277,195.16438341140747,1.0,285.5890392065048,169.4206371307373,1.0,284.5279350280762,151.37371444702148,0.017310451716184616
labeled-data\vocal3\img0600.png,364.1388232409954,251.6656076014042,1.0,370.5429390668869,234.80613899230957,1.0,376.62219429016113,217.88056826591492,1.0,383.8948874473572,197.9498553276062,0.9999850988388062,389.00315034389496,172.44014701247215,1.0,386.3505998849869,142.68065881729126,1.0,384.93640089035034,125.06761229038239,0.01442928146570921,362.3785854578018,234.61899375915527,1.0,360.6666374206543,215.47156858444214,1.0,359.8824419975281,194.00749027729034,1.0,359.37164068222046,168.44316148757935,1.0,362.3653173446655,144.08802700042725,1.0,364.544462621212,127.7111496925354,0.0018079086439684033
labeled-data\vocal3\img1117.png,571.2349824905396,325.14883506298065,0.0034437698777765036,572.5253341794014,320.6312174797058,0.008070789277553558,360.6616554260254,192.5099425315857,0.13338316977024078,359.1097583770752,184.86688613891602,0.9975941777229309,360.4639687538147,172.19126345217228,0.999998927116394,366.9610183238983,152.8382110595703,1.0,368.02982997894287,138.4418603181839,0.006463303230702877,568.2223052978516,322.4350423812866,0.030315615236759186,353.8593821525574,190.3224425315857,0.46796584129333496,352.0655617713928,182.97776627540588,0.9995102882385254,351.3728885650635,171.6672923862934,0.9999998807907104,348.61634063720703,152.29704236984253,1.0,344.783616065979,139.82142980396748,0.0067139738239347935
