scorer,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000
bodyparts,AC,AC,AC,LC1,LC1,LC1,LC2,LC2,LC2,LC3,LC3,LC3,LC4,LC4,LC4,LC5,LC5,LC5,LVP,LVP,LVP,RC1,RC1,RC1,RC2,RC2,RC2,RC3,RC3,RC3,RC4,RC4,RC4,RC5,RC5,RC5,RVP,RVP,RVP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\nop5\img0505.png,311.1607859134674,349.4285534620285,0.008379914797842503,311.790913105011,339.7254264354706,1.0,312.5685362815857,328.49987745285034,1.0,312.3227939605713,316.2071620672941,1.0,311.4832136631012,302.37734174728394,1.0,309.97832894325256,291.98099220730364,0.9723526835441589,313.5598669052124,288.0637092590332,2.869998752430547e-06,309.8507442474365,340.6187672019005,1.0,310.22533416748047,328.0360641479492,1.0,310.60886216163635,314.33107805252075,1.0,308.82264733314514,301.5108947753906,1.0,309.9306287765503,293.37956511974335,0.7762483954429626,311.3905782699585,316.8497838973999,4.188942170912924e-07
labeled-data\nop5\img1020.png,257.82684659957886,288.4222855567932,6.850506906630471e-05,275.8613348007202,290.13747930526733,1.0773084795800969e-05,320.00272941589355,332.9517800807953,5.1941911806352437e-05,322.47105741500854,327.00756311416626,0.035614483058452606,332.713103055954,315.36090606451035,0.15947458148002625,339.24279606342316,303.00144052505493,0.06906493753194809,345.8287832736969,291.05425614118576,0.9865809679031372,282.77264642715454,342.7957954406738,0.9632593989372253,278.66198921203613,334.4651415348053,0.9990366697311401,274.75225031375885,326.83456230163574,0.9999997615814209,267.7510255128145,314.44104385375977,1.0,262.6844847202301,303.37261962890625,1.0,259.80157156288624,286.42576789855957,1.0
labeled-data\nop5\img2015.png,355.17091059684753,268.86524772644043,0.001242464641109109,355.77186664938927,258.49446153640747,1.0,354.9612057209015,243.3201642036438,1.0,355.7104567885399,224.27555561065674,1.0,354.0297472476959,204.4370584487915,1.0,352.0424156188965,188.29767322540283,1.0,351.445951461792,176.8791790008545,0.00021936192933935672,353.2623200416565,259.898868560791,1.0,354.5983544588089,242.70977544784546,1.0,353.24242782592773,222.69539141654968,1.0,350.64961338043213,204.6294730901718,1.0,349.66442823410034,189.135666847229,1.0,345.2549192905426,252.4374179840088,1.1419665497669484e-05
labeled-data\nop5\img1898.png,338.8456087112427,326.61283349990845,0.5375198125839233,344.0524334907532,313.7738652229309,1.0,343.8771884441376,297.6971163749695,1.0,343.1991868019104,279.60034799575806,1.0,341.4359735250473,261.4396730661392,1.0,338.04719638824463,249.91937398910522,0.005853752605617046,337.81929206848145,319.8738090991974,0.0013835898134857416,335.7762794494629,313.5657925605774,1.0,334.5995581150055,298.4470319747925,1.0,332.9389234781265,278.28855061531067,1.0,331.9536337889731,262.8048951625824,0.9999988079071045,330.0207414627075,252.65386652946472,8.605189577792771e-06,331.70452028512955,302.76877784729004,1.6213876733672805e-05
labeled-data\nop5\img2270.png,364.89775109291077,359.8242335319519,0.1265784353017807,376.43674993515015,339.8959369659424,0.9770719408988953,383.1109833717346,330.0989362001419,0.9977409839630127,388.46145564317703,315.1988134384155,0.9998799562454224,396.0918978229165,301.7138948440552,0.9999970197677612,402.7639056444168,288.0459728240967,0.9980280995368958,409.3466820716858,274.7233717441559,0.9995468258857727,350.15041637420654,341.7915885448456,1.0,344.1901650428772,325.6442837715149,0.9999982118606567,340.4543958902359,313.0946798324585,1.0,336.06490087509155,302.20701694488525,1.0,332.5691927075386,290.20619440078735,0.9999998807907104,329.4937732219696,279.81699299812317,0.9999996423721313
labeled-data\nop5\img0017.png,256.62760162353516,303.47236013412476,1.1831929441541433e-05,273.74427223205566,305.9848561286926,6.136971933301538e-06,270.86182856559753,301.90262961387634,2.9864954740332905e-06,300.5431712269783,327.95466017723083,0.00034911176771856844,305.63337326049805,322.28619050979614,0.9770922064781189,316.8953910470009,312.7631688117981,0.9704064726829529,329.27873063087463,304.64764642715454,0.9998912811279297,271.4567000865936,327.1323676109314,0.0002717415918596089,274.4288229942322,330.5478005409241,6.687819404760376e-05,275.3595814704895,330.0080065727234,0.003379648085683584,273.83407330513,325.10958671569824,0.9999889135360718,268.737169444561,318.07559061050415,1.0,262.5859112739563,309.93314838409424,1.0
labeled-data\nop5\img0395.png,260.6744165420532,392.7614679336548,2.191272324125748e-05,276.17538833618164,387.184507727623,0.0006580994231626391,295.55518913269043,386.811607837677,0.013112475164234638,299.39315766096115,380.1626138538122,0.21199503540992737,302.9413216114044,372.92207765579224,0.23702454566955566,312.6781439781189,364.70678901672363,0.8992940783500671,319.44494223594666,355.1856961250305,0.9999998807907104,259.1784358024597,388.1060758382082,1.0,255.70023798942566,379.4563460946083,1.0,254.770840883255,372.752518594265,1.0,253.54348194599152,364.1364354789257,0.9999998807907104,251.3419298529625,356.24886882305145,1.0,250.78147447109222,347.03736639022827,1.0
labeled-data\nop5\img1159.png,318.5440912246704,272.417941570282,1.0,324.3889082670212,259.2765154838562,1.0,325.78706431388855,242.7114052772522,1.0,326.1557586193085,224.53375577926636,1.0,325.9819767475128,203.5408992767334,1.0,327.08016443252563,186.55660367012024,0.9999996423721313,315.9113364070654,262.37680101394653,0.0013067730469629169,314.07346534729004,259.1336941719055,1.0,314.1822245121002,241.24660348892212,1.0,315.350528717041,222.5422728061676,1.0,317.44597458839417,202.37112617492676,1.0,318.1095623970032,186.35969984531403,0.9999746084213257,318.94504261016846,269.2402949333191,0.0004477525071706623
