scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\vocal2\img013.png,,,,,,,366.315834767642,356.8893287435456,367.14199655765924,347.80154905335627,370.4466437177281,332.10447504302925,377.05593803786576,306.49345955249566,,,,,,,310.9629948364888,353.58468158347677,307.65834767641996,328.7998278829604,300.22289156626505,301.5364888123924
labeled-data\vocal2\img029.png,,,,,,,409.2762478485371,347.80154905335627,418.3640275387264,327.147504302926,431.5826161790018,304.84113597246125,447.2796901893288,270.96850258175556,,,,,316.7461273666093,343.6707401032702,301.87521514629947,317.2335628227195,291.96127366609295,294.9271944922547,278.74268502581754,268.49001721170396
labeled-data\vocal2\img039.png,,,372.92512908777974,351.10619621342516,388.62220309810675,323.84285714285716,404.31927710843377,294.1010327022375,422.49483648881244,253.61910499139412,434.8872633390706,224.7034423407917,449.75817555938045,188.35232358003435,351.4449225473322,349.4538726333907,331.61703958691913,319.7120481927711,318.3984509466437,289.97022375215147,301.0490533562823,256.92375215146296,283.69965576592085,223.05111876075728,265.5240963855422,187.52616179001717
labeled-data\vocal2\img050.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\vocal2\img059.png,379.5344234079174,313.10275387263334,383.6652323580035,287.4917383820998,390.27452667814117,251.1406196213425,395.23149741824443,207.35404475043026,399.3623063683305,166.8721170395869,403.4931153184166,126.39018932874347,402.6669535283994,87.56058519793453,372.92512908777974,286.66557659208263,366.315834767642,254.44526678141133,354.74956970740106,212.31101549053352,350.618760757315,171.82908777969016,343.18330464716007,131.34716006884673,335.7478485370052,81.77745266781403
labeled-data\vocal2\img061.png,377.05593803786576,305.6672977624785,382.0129087779691,270.1423407917383,386.96987951807233,238.74819277108432,389.44836488812393,198.26626506024093,390.27452667814117,157.78433734939756,392.75301204819283,118.95473321858856,391.9268502581756,75.99432013769353,368.79432013769366,267.6638554216867,362.185025817556,235.44354561101545,353.9234079173838,199.0924268502581,348.96643717728057,157.78433734939756,348.1402753872634,124.73786574870905,339.05249569707405,75.99432013769353
labeled-data\vocal2\img169.png,372.92512908777974,298.23184165232357,375.40361445783134,264.3592082616179,375.40361445783134,232.9650602409638,376.2297762478486,190.00464716006883,373.7512908777969,149.5227194492254,372.92512908777974,107.38846815834762,372.0989672977625,59.47108433734934,371.2728055077453,266.0115318416523,371.2728055077453,230.4865748709122,373.7512908777969,193.30929432013767,370.4466437177281,148.69655765920822,371.2728055077453,105.7361445783132,367.14199655765924,58.6449225473321
