scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\nop3\img031.png,342.5922472507677,318.31967438110104,347.5331451903446,307.61439551201767,350.00359416013305,297.7325996328638,350.00359416013305,290.3212527234984,353.297526119851,279.615973854415,354.1210091097805,266.4402460155432,363.1793219990049,251.61755219681243,340.1217982809792,310.08484448180616,340.1217982809792,299.3795656127228,338.4748323011202,290.3212527234984,336.82786632126124,281.262939834274,335.18090034140226,268.9106949853317,331.0634853917548,254.91148415653038
labeled-data\nop3\img079.png,387.0603287069601,273.85159292490863,387.88381169688955,259.8523820961073,392.001226646537,250.7940692068829,398.589090565973,240.08879033779954,406.0004374753383,224.44261352913924,414.2352673746332,210.4434027003379,423.29358026385756,199.7381238312546,383.76639674724214,262.32283106589574,380.4724647875242,252.44103518674189,375.5315668479472,243.3827222975175,368.9437029285113,231.03047744857514,361.53235601914594,217.03126661977387,352.47404312992154,207.97295373054948
labeled-data\nop3\img128.png,304.7120297140111,217.85474960970333,307.1824786837996,205.50250476076098,310.47641064351757,193.15025991181864,313.7703426032355,181.6214980528058,313.7703426032355,172.5631851635814,319.53472353274196,161.8579062944981,331.0634853917548,148.68217845562623,303.06506373415215,205.50250476076098,299.7711317744342,193.15025991181864,298.1241657945752,183.26846403266478,294.83023383485727,173.38666815351093,294.0067508449278,162.68138928442755,288.24236991542136,150.3291444354852
labeled-data\nop3\img147.png,258.59698227795974,204.67902177083153,262.7143972276072,194.7972258916776,269.3022611470431,184.91543001252376,275.06664207654956,174.21015114344038,279.18405702619697,163.50487227435707,287.41888692549185,151.97611041534418,297.30068280464576,142.09431453619032,257.7734992880303,194.7972258916776,255.3030503182418,186.56239599238273,251.18563536859432,175.0336341333699,250.36215237866486,163.50487227435707,244.59777144915842,152.7995934052737,237.18642453979305,142.09431453619032
labeled-data\nop3\img169.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop3\img218.png,340.94528127090865,344.6711300588447,345.0626962205561,333.96585118976134,348.3566281802741,324.0840553106075,349.1801111702036,314.2022594314536,354.1210091097805,299.3795656127228,357.41494106949847,288.6742867436394,364.8262879788639,278.79249086448556,338.4748323011202,333.96585118976134,334.35741735147275,323.26057232067797,331.8869683816843,314.2022594314536,328.59303642196636,302.67349757244074,322.0051725025304,291.96821870335737,312.12337662337654,281.262939834274
labeled-data\nop3\img226.png,335.0379276275635,328.62864208221436,336.39073371887207,318.6354732513428,335.849547624588,310.15340852737427,334.34896326065063,302.7557454109192,333.85468792915344,294.30436635017395,,,,,333.25582683086395,319.0130319595337,332.1685256958008,309.4517433643341,331.4602518081665,301.0470576286316,331.340502679348,293.93297612667084,,,,
