scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\vocal2\img006.png,233.14964056015015,355.6892156600952,231.49708349774394,339.90316354715304,233.3499202250853,314.5810616068212,230.26185901284973,289.25895966648943,227.17379780061415,266.4073066959461,227.79141004306123,246.02610269519124,,,230.60012674331665,340.9489476084709,226.55618555816702,315.19867384926835,226.55618555816702,291.72940863627787,220.38006313369587,262.7016332412634,221.6152876185901,245.40849045274413,,
labeled-data\vocal2\img020.png,,,,,,,,,366.136162540529,354.3898275809824,369.3942456289203,326.69612132965665,380.79753643828974,302.2604981667222,,,,,,,309.9342292657798,354.3898275809824,307.49066694948635,334.84132905063484,297.71641768431255,300.63145662252657
labeled-data\vocal2\img026.png,,,,,,,387.31370261507226,352.7607860367867,394.6443895639526,331.58324596224355,396.2734311081482,315.2928305202872,404.41863882912634,298.18789430623315,,,,,308.30518772158416,352.7607860367867,304.23258386109507,334.02680827853703,298.5309384564104,312.8492682039938,285.4986061028453,288.41364504105934
labeled-data\vocal2\img028.png,,,,,394.1413732767105,359.5602011680603,404.8127394914627,342.7597405910492,414.97544264793396,323.0473093986511,426.4106996757674,299.00241507833096,431.2978243083542,281.8974788642768,,,317.59219896793365,359.6864354610443,310.08508229255676,340.8365042209625,302.0627598762512,319.6366717815399,291.8203468322754,295.62848258018494,278.0465443134308,274.3493809700012
labeled-data\vocal2\img030.png,,,,,407.6767219175177,354.3898275809824,417.4509711826914,337.28489136692826,429.6687827641586,316.10735129238503,440.2575528014302,290.85720735735276,451.66084361079965,269.6796672828096,,,327.0391654798339,354.3898275809824,319.7084785309536,334.84132905063484,308.30518772158416,313.6637889760916,294.4583345959213,287.59912426896153,279.79696069816066,263.9780218781249
labeled-data\vocal2\img036.png,,,386.49918184297445,355.2043483530802,394.9548853635788,336.9458601474762,408.7606472969055,306.92503905296326,423.82492756843567,279.03334164619446,439.00844860076904,249.78122997283936,453.7930556535721,222.41721534729004,342.51506014969243,355.2043483530802,333.7848572731018,338.0401793718338,319.7309446334839,310.34719705581665,304.54611825942993,283.6263370513916,285.34396958351135,250.59981775283813,267.724072933197,221.71395874023438
labeled-data\vocal2\img057.png,380.79753643828974,315.2928305202872,386.49918184297445,283.52652040847244,394.6443895639526,252.57473106875545,399.5315141965395,215.10677555225595,408.4912426896155,178.45334080785426,415.00740886639795,136.09826065876786,419.080012726887,97.00126359807274,371.83780794521374,282.7119996363746,364.5071209963334,255.0182933850489,353.9183509590618,222.43746250113628,345.77314323808366,183.34046544044116,337.6279355171055,140.17086451925695,327.8536862519317,94.55770128177926
