scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp5\img0006.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0009.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0039.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0057.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0061.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0063.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp5\img0108.png,,,352.47404312992154,309.26136149187664,354.1210091097805,296.08563365300483,357.41494106949847,286.203837773851,359.88539003928696,276.32204189469707,364.0028049889344,262.32283106589574,367.2967369486523,249.14710322702393,340.94528127090865,310.9083274717356,336.82786632126124,298.55608262279327,334.35741735147275,286.203837773851,331.8869683816843,275.4985589047676,329.4165194118958,265.6167630256137,326.9460704421074,252.44103518674189
labeled-data\uvfp5\img0209.png,,,323.454088807106,221.88111066818237,320.3582065226714,212.0903686801969,317.06427456295347,207.14947074061996,318.71124054281245,196.4441918715366,,,,,317.06427456295347,225.26609651906875,314.59382559316504,214.56081764998538,314.59382559316504,207.14947074061996,313.7703426032355,198.91464084132508,,,,
