scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\vocal1\img0036.png,195.30034423407915,297.6710843373494,203.9750430292599,280.3216867469879,212.64974182444064,255.53683304647157,220.0851979345955,230.13235800344233,233.0972461273666,199.1512908777969,237.434595524957,174.36643717728055,,,188.48450946643715,280.3216867469879,179.19018932874354,262.9722891566265,169.276247848537,234.46970740103268,155.0249569707401,210.30447504302924,143.25215146299482,181.18227194492255,,
labeled-data\vocal1\img0056.png,195.30034423407915,290.8552495697074,202.11617900172115,270.4077452667814,210.17125645438898,249.9602409638554,220.7048192771084,220.8380378657487,235.57573149741825,189.85697074010326,245.48967297762476,165.0721170395869,247.3485370051635,146.48347676419962,186.62564543889846,273.50585197934595,179.19018932874354,254.29759036144577,170.51549053356283,227.0342512908778,157.50344234079174,199.77091222030978,143.25215146299482,173.74681583476763,,
labeled-data\vocal1\img0182.png,203.35542168674698,304.48691910499133,213.8889845094664,279.08244406196206,221.32444061962133,251.8191049913941,228.75989672977624,227.0342512908778,240.5327022375215,199.1512908777969,246.7289156626506,167.55060240963854,258.50172117039585,143.3853700516351,199.01807228915663,280.9413080895008,187.24526678141137,256.15645438898446,177.9509466437177,229.51273666092942,166.79776247848537,203.48864027538724,,,,
labeled-data\vocal1\img0285.png,199.01807228915663,292.71411359724607,209.55163511187607,271.0273666092943,225.66179001721167,244.38364888123922,235.57573149741825,218.35955249569705,251.68588640275385,192.9550774526678,259.7409638554217,168.17022375215146,270.2745266781411,143.3853700516351,189.10413080895006,274.12547332185886,174.8528399311532,246.86213425129085,163.0800344234079,218.35955249569705,145.11101549053356,196.05318416523235,133.95783132530119,171.88795180722892,119.7065404475043,153.29931153184162
labeled-data\vocal1\img0385.png,236.81497418244408,262.3526678141136,238.0542168674699,236.9481927710843,233.7168674698795,207.2063683304647,231.85800344234076,179.94302925989672,230.618760757315,155.15817555938037,229.99913941480207,128.51445783132527,,,231.2383820998279,237.56781411359722,229.37951807228916,206.58674698795178,226.9010327022375,181.80189328743543,225.04216867469881,155.15817555938037,221.94406196213424,129.1340791738382,,
labeled-data\vocal1\img0431.png,228.75989672977624,269.16850258175555,230.618760757315,248.72099827882957,228.14027538726333,216.50068846815833,229.99913941480207,180.56265060240963,228.14027538726333,150.2012048192771,,,,,221.32444061962133,249.9602409638554,220.0851979345955,215.2614457831325,210.17125645438898,184.89999999999998,207.69277108433732,151.44044750430294,,,,
labeled-data\vocal1\img0443.png,,,,,,,,,,,,,,,,,,,,,,,,,,
