scorer,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000,DeepCut_resnet50_vocalJun10shuffle1_1030000
bodyparts,AC,AC,AC,LC1,LC1,LC1,LC2,LC2,LC2,LC3,LC3,LC3,LC4,LC4,LC4,LC5,LC5,LC5,LVP,LVP,LVP,RC1,RC1,RC1,RC2,RC2,RC2,RC3,RC3,RC3,RC4,RC4,RC4,RC5,RC5,RC5,RVP,RVP,RVP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data\vocal1\img0341.png,235.01379108428955,243.69941437244415,0.9999998807907104,234.82777297496796,218.48757076263428,1.0,235.28106039762497,186.96524381637573,1.0,235.85415954887867,164.06441497802734,1.0,235.9298591092229,139.53405094146729,1.0,236.28574854135513,127.52525806427002,0.7185721397399902,232.10775423049927,222.39595127105713,0.0025903016794472933,231.21064496040344,218.97038412094116,1.0,226.11493515968323,186.8109130859375,1.0,217.80452799797058,163.16358852386475,1.0,215.81417202949524,140.08111476898193,1.0,214.29067373275757,130.2604478597641,0.9997918009757996,228.4263326227665,204.44963264465332,4.464191533770645e-06
labeled-data\vocal1\img0981.png,251.95078897476196,313.7115697860718,1.0,255.85016512870789,289.7393481731415,1.0,256.82567954063416,258.0676636695862,0.9999997615814209,252.36809539794922,229.25584483146667,1.0,252.83676499128342,201.05058526992798,1.0,254.07218623161316,294.35251235961914,1.233969328495732e-06,253.74286699295044,296.46970653533936,0.0007386755896732211,249.86483335494995,290.7737338542938,1.0,251.19317615032196,258.17622470855713,0.9999984502792358,247.24668645858765,228.48685306310654,1.0,246.47798323631287,202.3031268119812,1.0,254.97890090942383,319.3105716705322,2.2950084712647367e-06,256.00304889678955,318.1675615310669,6.471871893154457e-05
labeled-data\vocal1\img0562.png,234.8356385231018,216.94254302978516,1.0,239.36506366729736,200.63727712631226,1.0,238.83564615249634,171.65573978424072,1.0,245.42095303535461,130.75509428977966,0.9999974966049194,245.48868918418884,103.80776047706604,1.0,244.03528809174895,80.24501943588257,1.0,242.78658294677734,70.27055168151855,0.014078570529818535,224.4622163772583,201.15966892242432,1.0,220.39637941122055,161.63326263427734,0.9999996423721313,216.87673473358154,126.25159120559692,1.0,216.84241485595703,101.09100842475891,1.0,218.52527785301208,84.10782391577959,0.9999977350234985,226.52866733074188,185.43165588378906,0.0009226442198269069
labeled-data\vocal1\img0452.png,236.13347485661507,245.15471076965332,5.262898048385978e-05,246.47591829299927,214.15276622772217,0.012133371084928513,257.2631607055664,194.16824197769165,0.9968311190605164,264.13120889663696,152.06246948242188,0.999998927116394,270.5856864452362,120.43995189666748,1.0,274.8299926519394,93.51301097869873,1.0,281.37642002105713,71.13092994689941,1.0,219.897506095469,213.7957284450531,0.23764152824878693,205.81879711151123,195.4921681880951,0.9997873902320862,189.3607177734375,154.94308865070343,0.9999988079071045,164.68819284439087,120.68665075302124,1.0,153.34427404403687,94.46473860740662,1.0,141.02739238739014,71.83978295326233,1.0
labeled-data\vocal1\img0030.png,197.02156567573547,289.50204133987427,1.0,202.16894328594208,267.72076892852783,1.0,210.02917528152466,248.50809049606323,1.0,216.94649934768677,226.44071626663208,1.0,231.23050022125244,197.47723865509033,1.0,238.19157004356384,168.75007343292236,1.0,195.02434158325195,275.72236347198486,1.0628978998283856e-05,185.44377088546753,269.46351146698,1.0,177.17657589912415,252.48855590820312,1.0,169.63079237937927,226.5248522758484,1.0,155.0448112487793,202.18021535873413,1.0,142.9963231086731,173.39936637878418,1.0,135.8415036201477,158.57615852355957,3.255387855460867e-05
labeled-data\vocal1\img1075.png,233.14964056015015,355.6892156600952,0.8932028412818909,234.7095012664795,341.1541106700897,0.9996987581253052,234.91027653217316,302.2085621356964,0.9999779462814331,228.4311119914055,265.61257123947144,1.0,228.5157626271248,239.7321059703827,1.0,232.84133982658386,340.7198791503906,0.0001272912631975487,228.7740397453308,346.46417808532715,0.007043192628771067,230.60012674331665,340.9489476084709,0.9993999004364014,227.4558138847351,301.16226840019226,0.9999995231628418,223.81587886810303,264.82949447631836,0.9999998807907104,221.88872814178467,240.7802004814148,1.0,220.4799376130104,231.37698030471802,0.006885726936161518,229.279709815979,355.23937034606934,0.0019791731610894203
labeled-data\vocal1\img0462.png,228.57095217704773,167.08137702941895,3.345368895679712e-05,292.01093165110797,52.09900760650635,6.174101145006716e-06,259.73444813489914,125.22381067276001,0.0012087493669241667,268.20026557147503,107.02518677711487,0.9999996423721313,273.65986824035645,87.25386190414429,1.0,282.4487843513489,67.81272654235363,1.0,289.1972050666809,49.55708694458008,1.0,212.5922496318817,152.8391878604889,0.00012033517850795761,197.7537031173706,132.8180170059204,0.021379053592681885,188.2526884675026,116.68322294950485,1.0,169.17940092086792,101.83978390693665,1.0,152.69066095352173,79.78079605102539,1.0,143.1152000427246,57.13140058517456,1.0
labeled-data\vocal1\img0376.png,234.3300290107727,247.20430278778076,1.0,238.72925400733948,230.45170879364014,1.0,240.80826258659363,207.92090272903442,1.0,237.2166041135788,155.04055607318878,0.9996861219406128,233.62577962875366,125.64088451862335,1.0,231.40149426460266,108.46536844968796,0.9999839067459106,230.58412098884583,99.49167346954346,0.0013013837160542607,226.49343252182007,231.2764675617218,1.0,224.2912139892578,210.10807359218597,0.9999998807907104,216.5710325241089,150.73421716690063,0.9999974966049194,214.4618546962738,127.97687458992004,1.0,211.6197220981121,111.98809742927551,0.9999997615814209,226.75970327854156,215.73892974853516,0.00016145494009833783
