scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\vocal1\img0030.png,,,380.4724647875242,304.3204635522997,378.5548405647278,289.15960788726807,379.0242898464203,263.03010511398315,379.2403606772423,236.21019154787064,377.44500970840454,206.37346649169922,,,363.1793219990049,303.49698056237025,357.40103483200073,287.626770734787,354.1533670425415,264.686731338501,356.91753190755844,238.8762321472168,357.05520498752594,211.8339123725891,,
labeled-data\vocal1\img0088.png,206.17498155741217,312.1106126370328,211.73349173943623,294.8174698485135,222.8505121034843,263.3192454837105,235.8203691948738,235.52669457359025,243.8493283466863,210.20459263325844,251.2606752560517,184.88249069292664,,,199.38124689049388,293.5822453636192,187.64661428399862,265.789694453499,176.52959391995054,234.90908233114314,163.55973682856106,210.20459263325844,149.35465525227738,184.88249069292664,,
labeled-data\vocal1\img0198.png,205.55736931496503,288.64134742404235,216.05677743656602,271.3482046355231,228.40902228550837,244.790878210297,240.76126713445072,212.6750416030469,252.49589974094593,179.9415927533497,262.37769562009987,154.0018785705708,272.2594914992537,133.62067456981595,198.1460224055996,274.4362658477586,188.26422652644575,247.8789394225326,179.00004288973898,223.792061967095,161.7069001012197,183.64726620803242,146.8842062824889,160.17800099504197,,
labeled-data\vocal1\img0199.png,205.55736931496503,289.25895966648943,216.6005449295044,271.6989235877991,228.68138778209686,243.31331741809845,238.33111834526062,213.75530743598938,251.11751174926758,181.99931693077087,260.64987766742706,156.77251625061035,270.8843252658844,135.61175632476807,196.9107979207054,270.1129801506288,189.0223309993744,248.03395128250122,179.80645513534546,224.5280089378357,160.73896503448486,186.3175892829895,146.44651079177856,162.07050132751465,,
labeled-data\vocal1\img0218.png,204.3221448300708,279.3771637873356,213.5863284667776,258.3783475441336,224.08573658837858,230.58579663401332,239.5260426495565,196.61712329942188,251.2606752560517,168.20696014685447,259.28963440786424,141.0320214791813,267.31859355967674,119.41559299353224,193.82273670846982,260.23118427147494,183.94094082931596,237.9971435433787,175.29436943505627,205.88130693612862,160.47167561632548,179.9415927533497,143.79614507025332,147.2081439036525,,
labeled-data\vocal1\img0254.png,203.70453258762367,292.347020878725,216.05677743656602,271.96581687797016,229.6442467704026,242.32042924050853,241.99649161934494,213.91026608794115,256.2015731956286,191.0586131173978,270.4066547719124,170.05979687419583,282.1412873784076,141.64963372162845,189.49945101133997,276.28910257509995,169.73585925303223,252.20222511966242,153.06032870696006,226.2625109368835,132.67912470620522,204.02847020878727,112.29792070545034,184.26487845047953,93.76955343203682,155.85471529791215
labeled-data\vocal1\img0324.png,231.87847423553467,279.4598627090454,231.49708349774394,247.8789394225326,230.5171763896942,215.91483640670776,225.3209610732728,193.52906208718628,223.8952238559723,164.07024490833282,,,,,230.8115041255951,247.17377424240112,226.09602451324463,216.07143115997314,221.36330842971802,189.70282912254333,219.1174807548523,162.7316654920578,,,,
