scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\nop7\img0020.png,364.0028049889344,308.4378785019471,365.64977096879335,298.55608262279327,365.64977096879335,288.6742867436394,367.2967369486523,274.6750759148381,371.4141518982998,263.9697970457547,373.8846008680882,253.2645181766714,377.1785328278062,242.55923930758803,359.88539003928696,300.2030486026523,354.1210091097805,290.3212527234984,348.3566281802741,281.262939834274,342.5922472507677,271.38114395512014,337.6513493111907,264.79328003568423,329.4165194118958,256.55845013638935
labeled-data\nop7\img0041.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\nop7\img0175.png,353.297526119851,330.6719192300434,353.297526119851,319.1431573710305,353.297526119851,304.3204635522997,351.650560139992,287.02732076378044,351.650560139992,268.9106949853317,353.297526119851,246.67665425723544,356.59145807956895,226.0895795089982,346.7096622004151,319.96664036096,340.1217982809792,307.61439551201767,332.7104513716138,291.96821870335737,325.2991044622484,275.4985589047676,317.06427456295347,258.20541611624833,305.53551270394064,233.50092641836363
labeled-data\nop7\img0386.png,337.64851111948735,404.97442003906394,334.35892471644445,392.63847102765317,332.714131514923,377.83533221396027,330.24694171264093,359.74260699722447,328.82788372039795,337.88320207595825,326.52559876441956,317.663122177124,323.6916666030884,295.8661575317383,329.9303457736969,393.55802822113037,325.6231950521469,378.4760183095932,318.0322778224945,362.9210020303726,314.45039439201355,343.4425446987152,311.8494348526001,326.0615038871765,308.4465743601322,300.6281156539917
labeled-data\nop7\img0426.png,315.4173085830945,314.2022594314536,315.4173085830945,303.49698056237025,315.4173085830945,291.96821870335737,314.59382559316504,281.262939834274,312.94685961330606,267.2637290054727,312.12337662337654,249.14710322702393,312.94685961330606,234.32440940829315,310.47641064351757,305.1439465422292,307.1824786837996,291.96821870335737,305.53551270394064,282.0864228242035,301.41809775429317,268.9106949853317,297.30068280464576,251.61755219681243,294.83023383485727,239.26530734787008
labeled-data\nop7\img0448.png,297.30068280464576,294.43866767314586,296.47719981471624,278.79249086448556,297.30068280464576,264.79328003568423,296.47719981471624,250.7940692068829,294.0067508449278,230.20699445864568,294.0067508449278,212.9138516701264,296.47719981471624,196.4441918715366,291.5363018751393,279.615973854415,288.24236991542136,266.4402460155432,284.1249549657739,254.91148415653038,280.0075400161265,235.97137538815213,275.06664207654956,217.85474960970333,272.59619310676106,201.38508981111357
labeled-data\nop7\img0506.png,334.9290795326233,369.1406795978546,331.8579526245594,347.8929366990924,325.3125621080766,319.44517355994935,314.62140629818725,298.88525854093143,308.8646300928623,264.34460130898134,305.5750436898194,229.80394407703125,302.76329278945923,192.67288160324097,329.4781699180603,347.88711036741734,317.08859610046943,323.557156563753,313.7990096974265,298.88525854093143,302.2854572867765,265.16699790974207,296.5286810814515,231.4487372785527,289.9495082753657,201.84245965116685
