scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\uvfp7\img0003.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp7\img0010.png,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\uvfp7\img0013.png,374.70808385801774,244.206205287447,378.0020158177357,235.1478923982226,378.8254988076652,224.44261352913924,378.486047744751,216.51205945014954,381.769549369812,205.9879081249237,385.4133627271011,192.32677692188918,391.1777436566075,182.44498104273532,371.4141518982998,233.50092641836363,370.7407286167145,224.96524786949158,372.23763488822925,214.56081764998538,371.78446067869663,206.24463057518005,372.52325201034546,190.89794898033142,370.6173360347748,180.30031394958496
labeled-data\uvfp7\img0015.png,,,381.29594777745365,215.3843006399149,386.2368457170306,205.50250476076098,,,,,,,,,378.8254988076652,216.20778362984436,375.5315668479472,205.50250476076098,373.8846008680882,195.62070888160713,376.3550498378767,183.26846403266478,378.8254988076652,168.445770213934,375.5315668479472,157.74049134485062
labeled-data\uvfp7\img0023.png,382.11943076738316,179.97453207294683,387.0603287069601,170.09273619379297,391.1777436566075,158.56397433478008,395.295158606255,145.38824649590828,396.94212458611395,135.50645061675442,398.589090565973,124.80117174767105,401.88302252569093,114.91937586851719,375.5315668479472,171.73970217365195,372.23763488822925,161.8579062944981,372.23763488822925,151.97611041534418,374.70808385801774,142.09431453619032,378.0020158177357,132.21251865703647,374.70808385801774,121.5072397879531
labeled-data\uvfp7\img0051.png,,,,,,,,,,,,,373.06111787815877,179.15104908301737,362.3558390090754,224.44261352913924,362.3558390090754,214.56081764998538,360.7088730292164,205.50250476076098,359.88539003928696,198.09115785139562,361.53235601914594,187.38587898231225,363.1793219990049,178.32756609308785
labeled-data\uvfp7\img0089.png,306.4770178794861,275.7205585837364,310.36347699165344,267.3690342903137,315.1089005470276,261.5999526977539,316.240791573024,250.7940692068829,316.240791573024,248.32362023709442,317.8621754646301,243.81114427745342,322.0051725025304,226.91306249892773,302.2415807442227,259.8523820961073,301.97728514671326,256.46935772895813,303.06506373415215,249.14710322702393,302.4916994571686,244.745419383049,305.53551270394064,239.26530734787008,309.1229975223541,231.87668323516846
