scorer,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat,Nat
bodyparts,AC,AC,LC1,LC1,LC2,LC2,LC3,LC3,LC4,LC4,LC5,LC5,LVP,LVP,RC1,RC1,RC2,RC2,RC3,RC3,RC4,RC4,RC5,RC5,RVP,RVP
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\vocal3\img0097.png,,,259.43394139571524,290.85720735735276,270.02271143298685,272.12322959910307,283.8695645586497,247.68760643616858,293.6438138238235,222.43746250113628,305.86162540529074,193.92923547771278,320.5229993030514,165.42100845428922,243.95804672585678,290.85720735735276,234.99831823278078,271.3087088270052,226.85311051180264,250.13116875246203,220.33694433502012,220.80842095694067,209.7481742977485,194.7437562498106,202.41748734886818,166.23552922638703
labeled-data\vocal3\img0165.png,331.9262901124208,309.59118511560257,335.18437320081205,294.92981121784186,335.9988939729099,270.4941880549074,337.6279355171055,245.24404411987513,340.88601860549676,213.47773400806034,348.21670555437714,170.30813308687613,353.103830186964,140.98538529135476,332.7408108845186,294.11529044574405,332.7408108845186,268.8651465107118,336.8134147450077,245.24404411987513,338.44245628920334,213.47773400806034,337.6279355171055,169.49361231477832,,
labeled-data\vocal3\img0364.png,334.36985242871424,290.04268658525496,334.36985242871424,278.63939577588553,336.8134147450077,251.76021029665765,339.25697706130114,227.32458713372318,346.58766401018147,198.81636011029963,353.9183509590618,176.00977849156084,,,331.9262901124208,279.45391654798334,334.36985242871424,250.13116875246203,336.8134147450077,225.69554558952757,337.6279355171055,198.81636011029963,331.9262901124208,173.56621617526736,,
labeled-data\vocal3\img0461.png,368.5797248568225,298.18789430623315,373.4668494894094,281.8974788642768,382.42657798248536,255.83281415714671,385.68466107087664,219.99390018484286,388.9427441592679,193.11471470561492,394.6443895639526,163.7919669100936,394.6443895639526,136.91278143086566,365.3216417684312,283.52652040847244,361.2490379079422,253.3892518408533,366.136162540529,221.62294172903847,366.136162540529,196.3727977940062,368.5797248568225,160.53388382170232,,
labeled-data\vocal3\img0599.png,367.7652040847247,253.3892518408533,371.02328717311593,239.54239871519042,372.65232871731155,216.73581709645157,377.53945334989845,191.4856731614193,384.8701402987788,168.67909154268045,391.3863064755613,140.98538529135476,,,367.7652040847247,238.7278779430926,369.3942456289203,216.73581709645157,374.2813702615072,193.11471470561492,370.2087664010181,168.67909154268045,367.7652040847247,140.98538529135476,,
labeled-data\vocal3\img0672.png,,,438.6285112572346,305.5185812551135,450.03180206660403,277.0103542316899,458.99153055968003,248.5021272082664,472.02386291324507,218.36485864064724,480.16907063422315,191.4856731614193,489.94331989939695,166.23552922638703,431.2978243083542,307.9621435714069,422.33809581527834,279.45391654798334,418.2654919547892,250.94568952455984,410.9348050059089,220.80842095694067,404.41863882912634,193.92923547771278,399.5315141965395,161.34840459380013
labeled-data\vocal3\img0677.png,,,366.9506833126269,294.11529044574405,377.53945334989845,268.8651465107118,388.9427441592679,247.68760643616858,398.7169934244417,223.2519832732341,407.6767219175177,193.92923547771278,422.33809581527834,164.6064876821914,350.66026787067057,297.37337353413534,340.07149783339895,272.9377503712009,332.7408108845186,248.5021272082664,323.7810823914427,219.17937941274505,317.26491621466016,194.7437562498106,308.30518772158416,160.53388382170232
